Number_of_cities;Dataset;Fitness;Solution;Drone;Truck;A
100;R101_2.dat_100;1654;[[[[0, [15, 25, 99, 22, 74, 55, 39, 71, 81, 45, 18, 54, 13]], [45, []], [18, []], [99, []], [13, []], [15, []], [41, [41]], [22, []], [74, []], [39, []], [25, []], [55, []], [54, []], [71, []], [81, []], [12, [12]]], [[0, [64, 46, 5, 43, 23]], [89, [89, 77, 78]], [11, [11, 16, 49]], [64, []], [49, []], [46, []], [5, []], [96, [96, 67, 53]], [43, []], [75, [75]], [56, [56, 84]], [23, []], [67, []], [24, [24, 29]], [29, []], [78, []], [77, []], [76, [36, 76, 19, 83, 14, 97]], [7, [7, 100, 92]], [48, [48, 47]], [47, []], [36, []], [19, []], [62, [62]], [10, [10]], [30, [30]], [70, [70]], [88, [88]], [82, [82, 37]], [8, [8]], [83, []], [60, [60]], [84, []], [17, [17]], [61, [61]], [16, []], [86, [86]], [38, [38]], [44, [44]], [14, []], [100, []], [37, []], [97, []], [95, [95]], [92, []], [6, [6]], [53, []]], [[0, [63, 2, 87, 57, 4, 68]], [26, [31, 26]], [72, [72, 93]], [4, []], [73, [73, 35, 33]], [2, []], [87, []], [94, [94, 79]], [28, [28, 91, 1]], [69, [69]], [1, []], [50, [50]], [3, [3]], [68, []], [80, [80]], [79, []], [33, []], [21, [21, 20, 58]], [57, []], [42, [42, 85]], [85, []], [59, [59, 98, 9, 66, 40]], [98, []], [91, []], [93, [52, 65]], [58, []], [40, []], [27, [27]], [52, [34, 51]], [31, []], [63, []], [66, []], [65, []], [35, []], [34, []], [9, []], [51, []], [20, []], [90, [90]], [32, [32]]]], [[[89, [89]]], [[89, [77, 78]]], [[11, [49]]], [[11, [11, 16]]], [[96, [67, 53]]], [[26, [31, 26]]], [[72, [72, 93]]], [[96, [96]]], [[73, [73, 35]]], [[73, [33]]], [[75, [75]]], [[94, [94, 79]]], [[56, [56, 84]]], [[28, [91, 1]]], [[28, [28]]], [[24, [24, 29]]], [[69, [69]]], [[50, [50]]], [[3, [3]]], [[80, [80]]], [[76, [76, 83]]], [[76, [19, 97]]], [[76, [36, 14]]], [[7, [7]]], [[21, [21]]], [[21, [20, 58]]], [[7, [100, 92]]], [[42, [42, 85]]], [[48, [48, 47]]], [[59, [59, 66]]], [[59, [98, 9, 40]]], [[62, [62]]], [[93, [52, 65]]], [[10, [10]]], [[30, [30]]], [[70, [70]]], [[27, [27]]], [[88, [88]]], [[52, [34, 51]]], [[82, [82, 37]]], [[8, [8]]], [[41, [41]]], [[60, [60]]], [[17, [17]]], [[61, [61]]], [[86, [86]]], [[38, [38]]], [[44, [44]]], [[90, [90]]], [[95, [95]]], [[32, [32]]], [[6, [6]]], [[12, [12]]]]];3;3;4
100;R101_3.dat;2170;[[[[0, [92, 6, 88, 51, 25, 24, 60, 29, 70, 30, 12, 89, 77, 52, 27, 37, 98, 100, 4]], [60, []], [98, []], [100, []], [37, []], [92, []], [95, [95]], [6, []], [89, []], [52, []], [88, []], [70, []], [30, []], [51, []], [77, []], [29, []], [24, []], [25, []], [4, []], [12, []], [27, []]], [[0, [41, 57, 42, 16, 17, 8, 48, 47, 71, 9, 2, 38, 61, 44, 86, 81, 33, 19, 63, 90, 1, 28]], [2, []], [41, []], [57, []], [42, []], [44, []], [38, []], [86, []], [16, []], [61, []], [17, []], [45, [45]], [8, []], [82, [82]], [48, []], [47, []], [19, []], [63, []], [90, []], [32, [32]], [71, []], [9, []], [81, []], [33, []], [1, []], [28, []]], [[0, [46, 36, 49, 64, 7, 59, 14, 43, 73, 22, 23, 67, 35, 87, 58, 79, 91, 78, 18, 80, 68, 83, 5, 11, 99, 96, 13, 94, 62, 3, 31, 69, 10, 84, 26, 53, 54, 97, 76]], [94, []], [96, []], [5, []], [84, []], [83, []], [46, []], [36, []], [49, []], [64, []], [11, []], [62, []], [7, []], [18, []], [99, []], [59, []], [93, [93, 55]], [85, [85, 21, 65, 50]], [91, []], [14, []], [43, []], [15, [15]], [87, []], [97, []], [13, []], [58, []], [21, []], [73, []], [72, [72]], [74, [74, 75]], [22, []], [75, []], [56, [56, 20]], [23, []], [67, []], [39, [39]], [55, []], [54, []], [80, []], [68, []], [3, []], [79, []], [78, []], [34, [34]], [35, []], [65, []], [66, [66]], [20, []], [10, []], [31, []], [69, []], [50, []], [76, []], [26, []], [40, [40]], [53, []]]], [[[93, [93, 55]]], [[85, [85, 21]]], [[85, [65, 50]]], [[15, [15]]], [[72, [72]]], [[74, [74, 75]]], [[56, [56, 20]]], [[39, [39]]], [[45, [45]]], [[95, [95]]], [[34, [34]]], [[82, [82]]], [[66, [66]]], [[40, [40]]], [[32, [32]]]]];3;3;2
100;R101_3.dat;2084;[[[[0, [86, 62, 31, 19, 47, 18, 45, 83, 7, 89, 8, 61, 44, 98, 6, 58, 13]], [89, []], [83, []], [45, []], [17, [17]], [86, []], [44, []], [61, []], [98, []], [37, [37]], [18, []], [7, []], [31, []], [88, [88]], [62, []], [19, []], [47, []], [48, [48, 82]], [82, []], [8, []], [60, [60, 95]], [6, []], [95, []], [13, []], [58, []]], [[0, [46, 1, 23, 96, 57, 16]], [57, []], [43, [43, 35, 29]], [2, [2]], [26, [26, 77]], [73, [73]], [4, [4, 93]], [54, [54]], [55, [55, 67, 11, 64, 5, 24]], [80, [80, 94]], [3, [3]], [29, []], [77, []], [24, []], [68, [68]], [78, [78]], [79, [79]], [1, []], [10, [10]], [63, [63]], [11, [49, 66]], [64, []], [49, []], [36, [36, 14, 75, 56]], [46, []], [84, [84]], [5, []], [99, [99, 50]], [96, []], [93, []], [59, [59]], [92, [92, 21]], [97, [97, 74]], [94, []], [85, [85, 72]], [91, [91]], [100, [100]], [16, []], [38, [38, 20, 65]], [14, []], [22, [22, 39, 76]], [74, []], [21, []], [72, []], [75, []], [56, []], [23, []], [67, []], [39, []], [25, [25]], [34, [34]], [35, []], [65, []], [66, [32]], [32, []], [20, []], [51, [51]], [50, []], [76, []]], [[0, [42, 15, 30, 81, 33, 41, 70, 69, 28, 87, 9, 90, 71, 27, 53]], [28, []], [12, [12, 40, 52]], [33, []], [81, []], [9, []], [71, []], [90, []], [30, []], [70, []], [69, []], [27, []], [52, []], [87, []], [42, []], [15, []], [41, []], [40, []], [53, []]]], [[[43, [35, 29]]], [[43, [43]]], [[2, [2]]], [[26, [26, 77]]], [[73, [73]]], [[4, [4, 93]]], [[54, [54]]], [[55, [67, 24]]], [[55, [55, 11, 64, 5]]], [[80, [80, 94]]], [[3, [3]]], [[68, [68]]], [[78, [78]]], [[79, [79]]], [[10, [10]]], [[63, [63]]], [[11, [49, 66]]], [[36, [14, 56]]], [[36, [36, 75]]], [[84, [84]]], [[99, [99, 50]]], [[59, [59]]], [[92, [92, 21]]], [[97, [97, 74]]], [[85, [85, 72]]], [[91, [91]]], [[100, [100]]], [[38, [38]]], [[38, [20, 65]]], [[17, [17]]], [[22, [22]]], [[22, [39, 76]]], [[12, [40, 52]]], [[12, [12]]], [[37, [37]]], [[25, [25]]], [[34, [34]]], [[66, [32]]], [[88, [88]]], [[51, [51]]], [[48, [48, 82]]], [[60, [60]]], [[60, [95]]]]];3;3;4
100;R101_3.dat;1937,324;[[[[0, [46, 43, 35]], [55, [55, 67, 84]], [67, []], [43, []], [84, []], [46, []], [7, [7, 70]], [70, [36, 69]], [69, []], [20, [20, 50]], [36, []], [47, [71, 47, 8]], [8, [65]], [50, []], [35, []], [65, []], [71, []], [12, [12, 40]], [40, []], [95, [95, 37]], [37, []], [82, [82, 48, 88]], [48, []], [88, []]], [[0, []], [29, [29, 66, 78, 77]], [66, []], [78, []], [10, [10, 68]], [68, []], [80, [80, 4, 75]], [24, [24, 97, 73, 14, 22, 56]], [77, []], [22, []], [74, [74, 72, 59]], [56, []], [4, []], [75, []], [72, []], [73, []], [59, []], [14, []], [97, [45, 83, 100, 85, 91, 52]], [100, []], [98, [98, 44]], [91, []], [85, []], [92, [92, 61]], [61, [38]], [38, []], [44, [27, 86]], [86, [90]], [45, []], [83, []], [60, [60]], [52, []], [90, []], [32, [32, 30]], [30, []], [27, []]], [[0, [23, 26]], [57, [57, 96, 64, 53, 5, 49, 1, 93]], [23, []], [54, [54]], [26, []], [1, [2]], [49, []], [19, [19, 33]], [64, []], [31, [31]], [63, [63, 94]], [11, [11, 3, 13]], [62, [62, 99]], [79, [79, 58]], [3, []], [33, [76, 18]], [76, []], [18, []], [53, []], [28, [28]], [99, [89]], [96, []], [94, []], [89, []], [58, [15, 16]], [13, []], [15, []], [6, [6, 17]], [5, []], [17, []], [16, []], [93, []], [42, [42]], [2, []], [87, [39, 81, 87, 21]], [21, [41, 9]], [41, []], [39, []], [25, [25]], [34, [34, 51]], [81, []], [9, []], [51, []]]], [[[57, [1]]], [[29, [29, 66, 78, 77]]], [[57, [64, 53, 5, 93]]], [[57, [57, 96, 49]]], [[54, [54]]], [[1, [2]]], [[19, [19, 33]]], [[31, [31]]], [[55, [55, 67, 84]]], [[10, [10, 68]]], [[63, [63, 94]]], [[11, [11, 3, 13]]], [[62, [62, 99]]], [[79, [58]]], [[79, [79]]], [[33, [76, 18]]], [[80, [80, 4, 75]]], [[24, [73]]], [[24, [24, 97, 56]]], [[24, [14, 22]]], [[7, [7, 70]]], [[28, [28]]], [[99, [89]]], [[70, [36, 69]]], [[74, [74, 72, 59]]], [[20, [20, 50]]], [[58, [15, 16]]], [[47, [47, 8]]], [[47, [71]]], [[8, [65]]], [[6, [6, 17]]], [[97, [83, 91]]], [[97, [45, 100, 85, 52]]], [[98, [44]]], [[98, [98]]], [[42, [42]]], [[92, [92, 61]]], [[61, [38]]], [[87, [87, 21]]], [[87, [39, 81]]], [[44, [27, 86]]], [[21, [41, 9]]], [[86, [90]]], [[12, [12, 40]]], [[60, [60]]], [[25, [25]]], [[95, [95, 37]]], [[34, [34, 51]]], [[32, [32, 30]]], [[82, [82, 48, 88]]]]];3;3;8
100;R101_3.dat_100;2069;[[[[0, [90, 98, 30, 44, 42, 86, 61, 18, 62, 28, 76, 99, 9, 97]], [97, []], [42, []], [44, []], [86, []], [61, []], [98, []], [37, [37]], [99, []], [18, []], [62, []], [90, []], [32, [32]], [30, []], [9, []], [51, [51]], [76, []], [28, []]], [[0, [87, 57, 46, 26, 31, 23, 53, 67, 33, 16]], [89, [89, 77, 29, 72, 80, 93]], [53, []], [54, [54]], [80, []], [68, [68]], [77, []], [3, [3]], [33, []], [31, []], [10, [10]], [63, [63, 64]], [64, []], [19, [19]], [36, [36, 56]], [46, []], [83, [83, 75]], [84, [84]], [59, [59]], [93, []], [16, []], [91, [91]], [14, [14, 55]], [38, [38]], [43, [43, 24, 15, 74]], [15, []], [2, [2]], [73, [73]], [56, []], [75, []], [22, [22]], [74, []], [72, []], [26, []], [50, [50]], [27, [27, 92, 41, 52, 95]], [52, []], [6, [6]], [95, []], [92, []], [100, [100]], [87, []], [57, []], [41, []], [23, []], [67, []], [39, [39, 34]], [25, [25]], [55, []], [24, []], [34, []], [29, []], [12, [12]]], [[0, [71, 35, 78, 20, 4, 5, 58, 94, 66, 7, 49, 96, 70, 1, 69]], [1, []], [69, []], [70, []], [20, []], [71, [65, 11]], [66, []], [65, []], [35, []], [81, [81]], [78, []], [79, [79, 21, 45, 85]], [4, []], [21, []], [40, [40, 13]], [58, []], [13, []], [94, []], [96, []], [85, []], [60, [60]], [5, []], [17, [17]], [45, []], [8, [8]], [82, [82, 48]], [11, []], [49, []], [47, [47]], [48, []], [7, []], [88, [88]]]], [[[89, [89]]], [[89, [29, 72, 93]]], [[89, [77, 80]]], [[54, [54]]], [[68, [68]]], [[3, [3]]], [[10, [10]]], [[63, [64]]], [[63, [63]]], [[19, [19]]], [[36, [36, 56]]], [[83, [83, 75]]], [[84, [84]]], [[59, [59]]], [[91, [91]]], [[14, [14, 55]]], [[38, [38]]], [[43, [43]]], [[43, [24, 15, 74]]], [[71, [65, 11]]], [[2, [2]]], [[73, [73]]], [[22, [22]]], [[81, [81]]], [[79, [79]]], [[79, [21, 45, 85]]], [[50, [50]]], [[27, [92, 52]]], [[27, [41, 95]]], [[27, [27]]], [[6, [6]]], [[40, [40, 13]]], [[100, [100]]], [[60, [60]]], [[17, [17]]], [[37, [37]]], [[8, [8]]], [[82, [82, 48]]], [[39, [39, 34]]], [[25, [25]]], [[32, [32]]], [[47, [47]]], [[51, [51]]], [[88, [88]]], [[12, [12]]]]];3;3;4
100;RC101_0.5.dat;940;[[[[0, [33, 62, 85, 63, 26, 28, 19, 27, 67, 49, 29, 34, 89, 76, 31, 20, 30, 51, 32, 84, 25, 77, 23, 48, 21, 93, 71, 66, 18]], [93, []], [71, []], [67, []], [62, []], [50, [50, 22, 24]], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [85, []], [63, []], [76, []], [89, []], [18, []], [48, []], [21, []], [23, []], [25, []], [77, []], [19, []], [49, []], [24, []], [22, []], [20, []], [51, []], [84, []], [95, [95]], [66, []]], [[0, [73, 4, 58, 75, 5, 3, 1, 45, 97, 74, 39, 35, 36, 99, 44, 65, 38, 46, 8, 41, 72, 13, 43, 52, 47, 15, 16, 17, 42, 90, 54, 96, 92, 94]], [90, []], [65, []], [99, []], [52, []], [74, []], [58, []], [75, []], [97, []], [13, []], [15, []], [16, []], [17, []], [47, []], [73, []], [79, [79, 40]], [8, []], [46, []], [4, []], [45, []], [5, []], [3, []], [1, []], [43, []], [44, []], [42, []], [39, []], [38, []], [37, [37]], [35, []], [36, []], [40, []], [41, []], [72, []], [54, []], [96, []], [94, []], [92, []]], [[0, [78, 6, 2, 7, 12, 60, 9, 64, 57, 11, 10, 87, 68, 86, 70, 83, 55, 100, 59, 82, 61, 81, 80, 98, 53, 88, 91, 14]], [68, []], [70, []], [100, []], [2, []], [6, []], [7, []], [60, []], [78, []], [14, []], [12, []], [11, []], [10, []], [9, []], [59, []], [87, []], [86, []], [57, []], [83, []], [64, []], [56, [56, 69]], [91, []], [82, []], [53, []], [88, []], [98, []], [69, []], [55, []], [61, []], [81, []], [80, []]]], [[[79, [79]]], [[50, [22, 24]]], [[50, [50]]], [[95, [95]]], [[79, [40]]], [[56, [56, 69]]], [[37, [37]]]]];3;3;2
100;RC101_0.5.dat;892;[[[[0, [30, 33, 31, 72, 27, 85, 63, 62, 96, 67, 50, 84, 94, 40, 81, 26, 29, 28, 64, 93, 54, 90, 41, 38, 35, 36, 39, 44]], [94, []], [93, []], [96, [71, 34, 43, 37, 32, 83, 66, 42]], [81, []], [54, []], [41, []], [39, []], [37, []], [35, []], [36, []], [40, []], [43, []], [44, []], [42, []], [38, []], [72, []], [71, []], [67, []], [62, []], [50, []], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [63, []], [85, []], [84, []], [64, []], [83, []], [66, []], [90, []]], [[0, [73, 58, 97, 16, 75, 77, 15, 79, 13, 7, 99, 47, 14, 17, 78, 59, 10, 87, 65, 11, 74, 5, 1, 3, 8]], [65, []], [99, [9, 45, 2, 46]], [74, []], [77, []], [58, []], [75, []], [97, []], [59, []], [87, []], [9, []], [13, []], [15, []], [16, []], [17, []], [47, []], [14, []], [12, [12]], [11, []], [10, []], [78, []], [73, []], [79, []], [7, []], [8, []], [46, []], [45, []], [5, []], [3, []], [1, []], [4, [4]], [6, [6]], [2, []], [98, [98, 69]], [69, []]], [[0, [49, 19, 88, 24, 22, 20, 55, 51, 68, 70, 100, 48, 61, 56, 57, 76, 91, 92, 52, 21, 23, 18, 25]], [68, []], [61, []], [70, []], [100, []], [55, []], [88, []], [60, [60, 53]], [53, []], [82, [82, 89]], [52, []], [86, [86, 95]], [57, []], [24, []], [22, []], [20, []], [49, []], [19, []], [21, []], [25, []], [23, []], [48, []], [18, []], [89, []], [76, []], [51, []], [95, []], [56, []], [91, []], [92, []], [80, [80]]]], [[[96, [71, 43, 66]]], [[99, [45, 2, 46]]], [[99, [9]]], [[96, [34, 37]]], [[96, [32, 83, 42]]], [[60, [60, 53]]], [[82, [89]]], [[82, [82]]], [[86, [86, 95]]], [[80, [80]]], [[12, [12]]], [[4, [4]]], [[6, [6]]], [[98, [98, 69]]]]];3;3;4
100;RC101_0.5.dat;879,0416;[[[[0, [49, 26, 54, 96, 93]], [54, []], [96, []], [93, []], [94, [67, 29, 94]], [92, [92, 62, 71, 33, 31, 21, 97, 20, 74, 69]], [71, []], [67, [50, 30, 32, 34, 28, 23]], [95, [95, 27, 51]], [62, [85, 86]], [50, []], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [85, []], [51, []], [20, []], [49, []], [19, [19, 75, 48, 77, 25, 59, 52, 98]], [48, []], [21, []], [23, []], [25, []], [77, []], [75, []], [97, []], [59, []], [74, []], [86, []], [52, []], [82, [82]], [98, []], [69, []]], [[0, [16]], [66, [66, 43, 53, 4, 3, 5, 13, 1, 46, 35]], [57, [57]], [53, []], [4, [8, 36, 45]], [8, []], [46, []], [45, []], [3, []], [5, []], [1, []], [43, []], [44, [44, 42, 61, 100, 14]], [42, [17, 38, 65]], [38, []], [40, [40, 37, 88]], [36, []], [35, []], [37, []], [39, [39, 72, 60, 41, 55]], [41, []], [72, []], [61, []], [100, []], [55, []], [88, []], [60, []], [12, [12, 15]], [14, []], [47, [47]], [17, []], [16, []], [15, []], [13, []], [9, [9, 99]], [99, []], [65, []], [90, [90]]], [[0, [18, 87, 78, 73, 68, 10, 70, 89, 84, 56, 91, 2, 11, 64, 83]], [80, [80, 63, 22]], [91, []], [81, [81, 6, 7, 76, 79, 58, 24]], [68, []], [70, []], [2, []], [6, []], [7, []], [79, []], [73, []], [78, []], [11, []], [10, []], [87, []], [58, []], [24, []], [22, []], [18, []], [89, []], [76, []], [63, []], [84, []], [56, []], [64, []], [83, []]]], [[[80, [80, 63, 22]]], [[66, [1, 46]]], [[66, [13, 35]]], [[66, [53, 4, 3]]], [[66, [66, 43, 5]]], [[57, [57]]], [[94, [67, 29, 94]]], [[92, [62, 33, 31]]], [[92, [92, 71, 97, 74]]], [[92, [21, 20, 69]]], [[81, [6, 7, 79, 24]]], [[81, [81, 76, 58]]], [[4, [8, 36, 45]]], [[67, [50, 32, 28, 23]]], [[67, [30, 34]]], [[95, [95, 27, 51]]], [[62, [85, 86]]], [[44, [44, 42, 61, 100, 14]]], [[42, [17, 38, 65]]], [[40, [40, 37, 88]]], [[39, [39, 72]]], [[39, [60, 41, 55]]], [[19, [19, 75]]], [[19, [48, 77, 59]]], [[19, [25, 52, 98]]], [[12, [12, 15]]], [[47, [47]]], [[9, [9, 99]]], [[90, [90]]], [[82, [82]]]]];3;3;8
100;RC101_0.5.dat_100;949,2353841;[[[[0, [38, 54, 96, 70, 73, 61, 93, 100, 72, 41, 39, 79, 94, 88, 78, 1, 5, 2, 8]], [81, [81]], [54, []], [96, []], [94, []], [93, []], [72, []], [38, []], [39, []], [41, []], [61, []], [70, []], [100, []], [1, []], [3, [3]], [5, []], [45, [45, 60, 4]], [46, [46, 55]], [2, []], [4, []], [8, []], [6, [6]], [7, [7]], [79, []], [73, []], [78, []], [60, []], [55, []], [88, []], [53, [53, 69]], [98, [98]], [69, []]], [[0, [26, 28, 29, 27, 33, 18, 30, 21, 48, 31, 25, 85, 91, 13, 16, 47, 92, 17, 14, 75, 23, 90]], [91, [34, 32, 77]], [92, []], [62, [62, 97]], [50, [50, 11]], [34, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [85, []], [18, []], [48, []], [21, []], [23, []], [25, []], [77, []], [75, []], [97, []], [13, []], [15, [15]], [16, []], [17, []], [47, []], [14, []], [12, [12]], [11, []], [9, [9]], [10, [10]], [82, [82]], [90, []]], [[0, [35, 89, 64, 68]], [80, [80, 43, 49]], [66, [66, 67, 57]], [64, []], [83, [83, 59, 76, 58, 24, 20, 22]], [24, []], [20, []], [22, []], [49, []], [19, [19, 74, 56, 36]], [58, []], [59, []], [87, [87]], [74, []], [57, []], [86, [86]], [52, [52, 42, 71]], [99, [99]], [65, [65, 44, 40, 63]], [56, []], [95, [95, 51, 84, 37]], [84, []], [51, []], [76, []], [89, []], [63, []], [67, []], [71, []], [37, []], [36, []], [35, []], [40, []], [43, []], [44, []], [42, []], [68, []]]], [[[80, [43, 49]]], [[80, [80]]], [[66, [67, 57]]], [[66, [66]]], [[83, [24, 20, 22]]], [[83, [58]]], [[83, [83, 59, 76]]], [[19, [19]]], [[19, [74, 56, 36]]], [[87, [87]]], [[81, [81]]], [[91, [34, 32, 77]]], [[62, [62, 97]]], [[50, [50, 11]]], [[86, [86]]], [[52, [52, 42, 71]]], [[99, [99]]], [[65, [65, 40]]], [[65, [44, 63]]], [[95, [51, 37]]], [[95, [95, 84]]], [[3, [3]]], [[45, [45, 60, 4]]], [[46, [46, 55]]], [[15, [15]]], [[6, [6]]], [[7, [7]]], [[12, [12]]], [[9, [9]]], [[10, [10]]], [[53, [53, 69]]], [[82, [82]]], [[98, [98]]]]];3;3;4
100;RC101_1.5.dat;1490;[[[[0, [29, 27, 30, 31, 26, 28, 70, 50, 92, 71, 62, 68, 94, 40, 33, 55, 81, 61, 41, 36, 98, 67, 69, 38, 42, 44, 39]], [61, []], [42, []], [44, []], [39, []], [38, []], [36, []], [40, [34]], [41, []], [94, []], [92, [32]], [67, []], [31, []], [29, []], [27, []], [26, []], [28, []], [30, []], [32, []], [33, []], [34, []], [50, []], [62, []], [71, []], [81, []], [68, []], [70, []], [100, [100]], [55, []], [88, [88]], [98, []], [69, []]], [[0, [60, 79, 9, 90, 99, 77, 25, 7, 8, 23, 21, 65, 14, 12, 13, 10, 47, 78, 48, 20, 97, 58, 75, 11, 15, 17, 6]], [90, []], [65, []], [99, []], [9, []], [10, []], [11, []], [15, []], [16, [16, 66]], [17, []], [47, []], [73, [73]], [79, []], [6, []], [7, []], [8, []], [60, []], [78, []], [12, []], [14, []], [13, []], [97, []], [75, []], [58, []], [77, []], [25, []], [23, []], [21, []], [48, []], [20, []], [66, []]], [[0, [1, 89, 76, 24, 22, 5, 18, 49, 43, 19, 4, 46, 2, 83, 96, 64, 63, 59, 84, 72, 54, 87, 80, 93, 56, 53, 91, 35, 57]], [80, []], [91, []], [64, []], [83, []], [24, []], [22, []], [49, []], [19, []], [18, []], [89, []], [76, []], [85, [85]], [84, []], [56, []], [63, []], [51, [51, 86, 95]], [95, []], [93, []], [96, []], [54, []], [72, []], [37, [37]], [35, []], [43, []], [1, []], [3, [3]], [5, []], [45, [45]], [4, []], [46, []], [2, []], [53, []], [82, [82]], [52, [52]], [86, []], [74, [74]], [59, []], [87, []], [57, []]]], [[[16, [16, 66]]], [[85, [85]]], [[51, [86, 95]]], [[51, [51]]], [[40, [34]]], [[37, [37]]], [[73, [73]]], [[92, [32]]], [[3, [3]]], [[45, [45]]], [[100, [100]]], [[82, [82]]], [[52, [52]]], [[74, [74]]], [[88, [88]]]]];3;3;2
100;RC101_1.5.dat;1450;[[[[0, [78, 22, 60, 24, 12, 51, 57, 81, 71, 41, 38, 49, 20, 19, 14, 93, 85, 39, 40]], [81, []], [41, []], [39, []], [40, []], [38, []], [71, []], [93, []], [85, []], [51, []], [19, []], [49, []], [20, []], [22, []], [24, []], [57, []], [12, []], [14, []], [78, []], [60, []], [88, [88, 69]], [69, []]], [[0, [59, 53, 13, 11, 67, 43, 72, 54, 4, 94, 46, 96, 1, 64, 2]], [68, [68, 16, 5, 66]], [54, []], [96, []], [94, []], [67, [97, 10, 56]], [84, [84]], [56, []], [64, []], [83, [83, 3]], [66, []], [53, [70, 79, 35, 36, 47, 15]], [87, [87, 73, 55]], [59, []], [97, []], [13, []], [9, [9, 17, 45, 6]], [10, []], [11, []], [16, []], [15, []], [47, []], [17, []], [73, []], [79, []], [4, []], [5, []], [1, []], [3, []], [45, []], [46, []], [8, [8]], [7, [7]], [6, []], [2, []], [70, []], [61, [61, 37, 42, 82]], [72, []], [37, []], [35, []], [36, []], [43, []], [44, [44, 100]], [42, []], [100, []], [55, []], [98, [98]], [82, []]], [[0, [27, 77, 75, 26, 31, 74, 89, 58, 30, 25, 18, 28, 29, 65, 23, 76, 33, 48, 21, 50, 62, 91, 80, 92, 99, 63]], [90, [90]], [65, []], [99, []], [52, [52, 32, 95, 34, 86]], [86, []], [74, []], [58, []], [75, []], [77, []], [25, []], [23, []], [21, []], [48, []], [18, []], [89, []], [76, []], [63, []], [33, []], [32, []], [30, []], [28, []], [26, []], [27, []], [29, []], [31, []], [34, []], [50, []], [62, []], [95, []], [92, []], [91, []], [80, []]]], [[[68, [68, 66]]], [[68, [16, 5]]], [[67, [10, 56]]], [[67, [97]]], [[84, [84]]], [[83, [83, 3]]], [[53, [79, 35]]], [[53, [70, 36]]], [[53, [47, 15]]], [[90, [90]]], [[87, [87]]], [[87, [73, 55]]], [[9, [45, 6]]], [[9, [9, 17]]], [[52, [95, 34, 86]]], [[52, [52, 32]]], [[8, [8]]], [[7, [7]]], [[61, [37, 42]]], [[61, [61, 82]]], [[44, [44, 100]]], [[98, [98]]], [[88, [88, 69]]]]];3;3;4
